order_id,payment_sequential,payment_type,payment_installments,payment_value
e926d7e2-022c-4d36-8c88-538be861a9a3,2,upi,4,3357.64
ac763c27-17fe-4c24-85dc-9d69215f7abc,1,credit_card,5,10275.75
5082ae0c-5cd9-4d01-9ead-27d8cff2ccb8,1,debit_card,3,8518.98
483d476f-4f02-46f5-9bf3-cfb2bf02f49d,1,debit_card,6,5309.91
4553794d-4cbb-4508-bbbf-2371fa9a56a7,1,upi,1,12073.67
506e6151-3f5f-46c1-a7c8-16b8e3142927,1,upi,5,14860.39
6ea2cee1-6f75-46f8-8252-84ea37eab699,1,debit_card,4,13615.2
b5bf45e7-6e34-4511-903e-080e858f82f5,1,voucher,4,2279.82
b5bf45e7-6e34-4511-903e-080e858f82f5,2,credit_card,6,30.53
5d22505f-8706-48c4-ad10-aa3b55d9c14c,1,credit_card,3,5815.26
5d22505f-8706-48c4-ad10-aa3b55d9c14c,2,upi,3,4005.15
a598f7a7-a6ea-4455-8fbc-87939335fb64,1,upi,4,5793.1
c179522d-eafe-44a6-a8ca-691fb3af7085,1,voucher,1,13753.32
fdc0ae57-2a79-4a59-9750-e97e33523c2b,1,credit_card,4,7102.26
500faccd-a503-4de2-a247-c18d049c456c,1,credit_card,5,5115.14
500faccd-a503-4de2-a247-c18d049c456c,2,credit_card,6,6405.59
433d5532-72d9-4350-bdea-be59c37a2389,1,debit_card,5,3105.27
433d5532-72d9-4350-bdea-be59c37a2389,2,voucher,5,2031.02
434c57ef-785a-4aea-9734-b5ae898eca02,1,upi,3,3073.89
434c57ef-785a-4aea-9734-b5ae898eca02,2,debit_card,2,4753.74
7b204abe-57f9-4e7e-8776-57d8e29c6eec,1,upi,3,5376.22
7e5c4681-77ae-4e4b-a37c-e0ba9949d4ce,1,voucher,4,5319.53
7e5c4681-77ae-4e4b-a37c-e0ba9949d4ce,2,voucher,4,3083.56
8a2d1691-8788-4839-b92e-6764161cfab8,1,voucher,1,6840.78
3470aca2-2661-40bd-9a49-62d86917f3b3,1,credit_card,3,4220.49
cd992849-d73c-452e-8149-50ec64613266,1,voucher,5,8219.17
cd992849-d73c-452e-8149-50ec64613266,2,voucher,3,4545.09
3e8e89cb-5a8d-41be-8e53-a5d2d35fbc64,1,debit_card,6,3331.03
35dac57c-2261-4bb7-ac4b-f21a3402207f,1,credit_card,5,2781.84
35dac57c-2261-4bb7-ac4b-f21a3402207f,2,credit_card,2,812.7
19a9046a-1c49-428f-9937-61c1e7d55eb4,1,debit_card,5,15621.25
b2008949-6089-49aa-a137-bfd6d30a79f3,1,upi,6,701.75
b2008949-6089-49aa-a137-bfd6d30a79f3,2,debit_card,6,4551.83
b2eba7fb-8938-43f1-bf17-7ee826de9765,1,credit_card,1,8625.98
b1456663-13b3-4b34-9849-b1c9edfc7f0a,1,voucher,2,8564.28
0473173c-13f7-40c6-a842-3dc0988f5fcd,1,credit_card,6,5540.89
715c5a10-f425-4eb7-ac5a-274c8fe8c467,1,upi,5,9530.4
a6e524a9-16ad-42bb-bc0a-e931ebaffb97,1,credit_card,2,7884.7
8da895a7-721f-43df-affa-2d82cd1dbf7b,1,voucher,2,11274.22
d9f4ebf9-17d7-432c-af27-778cd4b8cb23,1,debit_card,1,9722.81
25c06a3d-d895-4706-87cf-fef046f382ab,1,upi,4,3888.93
25c06a3d-d895-4706-87cf-fef046f382ab,2,upi,5,4997.62
21a251b3-463d-44fc-a810-816fde2a3347,1,credit_card,1,7355.6
21a251b3-463d-44fc-a810-816fde2a3347,2,voucher,2,493.46
d566577c-2fe3-4f39-a072-d3fad00d825b,1,credit_card,3,5157.05
d566577c-2fe3-4f39-a072-d3fad00d825b,2,credit_card,2,10677.04
1d05b9ce-1741-46b9-bcc5-d2093c1265da,1,debit_card,2,4832.01
1d05b9ce-1741-46b9-bcc5-d2093c1265da,2,voucher,2,941.6
79fdcc67-0135-4522-9302-4f8fbdda2abe,1,voucher,1,7091.25
e0516b97-f109-430c-9192-f3b02f2ce890,1,upi,5,8782.76
dd13ab19-4a51-4a5e-938c-2d95c2e64cad,1,debit_card,4,6836.57
f8326444-8ff2-4f03-a7c7-ec05690c70f6,1,debit_card,2,5419.48
f8326444-8ff2-4f03-a7c7-ec05690c70f6,2,debit_card,4,5220.2
96473230-05f6-4668-9895-a5f92aa1189a,1,credit_card,4,7565.11
96473230-05f6-4668-9895-a5f92aa1189a,2,voucher,4,1275.53
b8fb5caf-26e8-4476-89c7-996375c3eeb6,1,upi,4,11750.3
35c5c070-b4b7-4971-94d5-25ed099f4b8c,1,credit_card,6,13928.2
1aeefde8-1498-4b89-9d31-35b17138af9c,1,voucher,1,990.67
1aeefde8-1498-4b89-9d31-35b17138af9c,2,voucher,2,11194.98
f8ff9e19-a55c-40af-87f5-51059d8dffb2,1,upi,1,2814.42
f8ff9e19-a55c-40af-87f5-51059d8dffb2,2,credit_card,1,4598.05
1b42ad87-52eb-484f-96c7-2f743d34c19f,1,voucher,1,6813.67
185447d1-f115-4ef9-aa04-171e4d6b1d2a,1,debit_card,2,6067.64
9738a2c3-58f6-45b0-9092-0852bfb5b3f7,1,debit_card,6,2535.43
9738a2c3-58f6-45b0-9092-0852bfb5b3f7,2,voucher,3,7862.45
8253d2b1-cb2e-4dff-a132-b8c3ec03d2a4,1,debit_card,3,619.68
8253d2b1-cb2e-4dff-a132-b8c3ec03d2a4,2,debit_card,1,5665.07
c154574b-4381-4b94-8e33-d1905a439fa7,1,voucher,2,6155.16
34cf8b03-f5ea-44b8-9e03-3d50d552a4b7,1,voucher,2,12204.83
26e71b17-2d0e-4433-9317-3a61db0951c1,1,credit_card,4,8514.17
099e201e-c6bf-43db-924a-c2551a58a963,1,credit_card,1,4003.73
9679d6e5-76a7-4304-bfb8-9dc8da1833ac,1,credit_card,4,13569.68
652fac71-0273-479d-b03d-463c2453a754,1,credit_card,6,10520.21
d6691652-f24c-42eb-9aae-20ed87d5b6be,1,upi,4,15019.3
acc50240-1200-4e15-aab6-7f5d41b564ef,1,debit_card,4,10720.53
acc50240-1200-4e15-aab6-7f5d41b564ef,2,upi,4,3604.89
1df628f6-3a01-449c-a6f7-8a6010308f02,1,credit_card,6,5086.52
1df628f6-3a01-449c-a6f7-8a6010308f02,2,upi,2,4638.52
554df4f9-d0e0-49df-af9c-ff85b508d9ed,1,debit_card,1,5943.48
554df4f9-d0e0-49df-af9c-ff85b508d9ed,2,credit_card,2,4677.04
7240acce-7fb1-43fa-b5d4-4f2aa6620145,1,debit_card,2,7071.43
0ea8c619-373f-482f-9d91-581f503bef31,1,voucher,2,3123.44
88c9d8a5-9f5c-41d2-84a4-8faeb80f6eda,1,credit_card,4,2121.15
88c9d8a5-9f5c-41d2-84a4-8faeb80f6eda,2,voucher,2,10460.18
f9f64eff-6412-48a5-b93f-4b7423927d3b,1,credit_card,2,10066.1
97e32237-39e6-42b5-a865-8b24a50f897f,1,upi,3,13018.18
8bc0d16a-6425-4f4f-b5ef-75e7d4267bf7,1,voucher,1,5974.04
8bc0d16a-6425-4f4f-b5ef-75e7d4267bf7,2,voucher,1,914.86
7773bfd1-57e0-4e4e-a7a6-52e0e4703c49,1,debit_card,5,7968.18
00699059-eb1a-4e2e-9d5e-847330919641,1,upi,5,8544.99
51a6d42a-8fc2-4486-80b7-f87b156b9ead,1,credit_card,1,5602.01
9274f5b2-b7d5-4999-9602-adc872a06fd6,1,credit_card,4,3759.21
9274f5b2-b7d5-4999-9602-adc872a06fd6,2,credit_card,5,3501.84
7f1df381-38b3-418c-bc7c-a98cf1a4c954,1,upi,6,11670.77
7f1df381-38b3-418c-bc7c-a98cf1a4c954,2,debit_card,3,1983.69
cffb61a3-9bf3-4af5-a3cf-b748671319c9,1,upi,1,7225.68
c6d5ff6a-3bc0-4426-9456-ea62619a9f98,1,upi,1,7958.51
c6d5ff6a-3bc0-4426-9456-ea62619a9f98,2,voucher,1,146.89
ac61c9f1-4b29-4deb-9626-4bac7179d200,1,credit_card,4,1498.61
ac61c9f1-4b29-4deb-9626-4bac7179d200,2,credit_card,2,3792.69
5175d56f-7de7-4577-995d-4b6cfcdda470,1,credit_card,5,2059.41
5175d56f-7de7-4577-995d-4b6cfcdda470,2,credit_card,1,4120.54
3aa249be-26ad-4616-ae4e-3a412aef4f62,1,voucher,5,5408.41
3aa249be-26ad-4616-ae4e-3a412aef4f62,2,voucher,3,5377.52
24f64074-0455-4376-9585-24fa0aee21d6,1,voucher,4,1708.99
24f64074-0455-4376-9585-24fa0aee21d6,2,upi,6,2694.89
d31a8ebc-bda4-4ad0-95b5-5eb726155f6c,1,debit_card,3,8960.92
52519b42-0dc3-42c0-aa3a-457746ddde8b,1,voucher,4,14045.89
52519b42-0dc3-42c0-aa3a-457746ddde8b,2,upi,4,646.18
9584b582-5c28-4a02-9f28-ab501ab23b49,1,debit_card,2,1608.79
9584b582-5c28-4a02-9f28-ab501ab23b49,2,upi,3,5303.15
c8ca7ced-7156-4061-8727-f5534364e284,1,upi,4,10977.5
c8ca7ced-7156-4061-8727-f5534364e284,2,debit_card,2,3352.45
d2ce28df-c06d-4405-88c8-dfd166440ec0,1,credit_card,4,9185.33
f592678f-d9ad-410a-b7ee-eb7f1d617bb7,1,upi,1,7669.63
cf7633ba-a5fb-4583-9cc6-9f2c3f7eb0ce,1,voucher,6,8791.12
9af911a1-7213-459d-b091-3014c62d2da9,1,upi,4,8605.71
9af911a1-7213-459d-b091-3014c62d2da9,2,upi,6,4676.45
d3514afa-97fb-4461-b681-48d44eacb830,1,upi,4,6700.95
fe56a9b5-28a8-499b-be2b-5518adc2e3af,1,voucher,4,7684.26
070d4753-ee15-4b1b-b05a-c884409e75e6,1,voucher,4,2761.28
070d4753-ee15-4b1b-b05a-c884409e75e6,2,voucher,4,5377.66
83b9242b-ec94-4b94-b652-cccc0c1dbd03,1,debit_card,3,7077.74
d4814d44-996f-4f3c-bd7b-11b4894602e9,1,voucher,2,10821.53
d4814d44-996f-4f3c-bd7b-11b4894602e9,2,upi,2,3392.36
e6f8178c-ede8-47f6-baa5-da5b71557829,1,upi,5,7681.61
d0063d45-84cf-4055-aabd-1b63a109c253,1,debit_card,4,6395.66
63554293-b75f-44e1-a773-4de103b4a195,1,voucher,3,10010.4
63554293-b75f-44e1-a773-4de103b4a195,2,debit_card,2,408.39
bbe5057f-4266-468e-bb75-1f61812fee80,1,upi,4,6110.7
22833656-408c-4dea-a849-9768386519bb,1,voucher,3,3301.59
bb5e8b98-9548-4eb7-980d-ecdcf232864d,1,voucher,1,2580.15
bb5e8b98-9548-4eb7-980d-ecdcf232864d,2,upi,2,3952.61
90b1a12a-6e6d-4a4d-8179-960096c1d0bc,1,upi,6,9391.46
6c6171aa-1176-4fe3-b28c-7d0929e8cf40,1,voucher,2,14421.02
d5b0b222-7a73-4f6c-b7bf-385292d18ea8,1,credit_card,6,12667.18
0abb8fe3-e0c4-4a74-a8ce-fe4dd4dd3203,1,voucher,5,12210.68
2b8297ab-019c-453a-b18a-878e491ca4ae,1,upi,3,2968.93
2b8297ab-019c-453a-b18a-878e491ca4ae,2,upi,6,8002.62
cc5c376f-7755-4155-9168-a8ebfa4ca411,1,upi,2,14553.15
f37bd434-bfb3-4a67-a24f-0ffb35f947ea,1,debit_card,4,7544.88
dc2183b8-00f8-4e48-8f34-45452ca8bc32,1,upi,4,5447.79
2aadafb4-5ef8-4d75-a232-5e494ffdee99,1,credit_card,6,13000.36
b2a2d458-4a3a-4ab6-ab32-2fa4f22e5d95,1,credit_card,1,8110.52
21868d51-fc8e-46eb-8c99-707fdef7c63d,1,credit_card,1,12732.06
f42cc720-dfcf-467a-9524-14c511557e1e,1,credit_card,3,11348.11
57518893-31d7-4e6f-8770-1aa4ae91f451,1,upi,6,7461.19
4f4bb4db-5808-4b80-a371-7bc73119ea03,1,upi,3,8687.1
346d0376-73e5-47a1-8d89-0d10d706f332,1,debit_card,5,6949.07
67fe5b84-3e39-4fd6-9e92-145cf2d0adf3,1,voucher,4,7988.77
ac0b6386-da32-4c79-bbe6-0a9a3307e11a,1,upi,3,7692.53
0498cc57-c5f4-491b-b1dc-78b11ea37b7f,1,credit_card,5,1809.66
1f3da67c-fc06-4f20-bcf3-5ce549b02fe7,1,upi,2,5025.22
858554de-dc28-4ac3-85b1-fe7a451b53ad,1,credit_card,5,11143.5
98c96cfe-8ce0-4f7d-b30c-fc5201cea9a6,1,voucher,2,4737.37
98c96cfe-8ce0-4f7d-b30c-fc5201cea9a6,2,voucher,6,5735.95
417dc001-160f-49eb-8a6b-a06bea0460dd,1,upi,1,9959.24
7e6291ce-5dbd-4b90-80f5-66ee60086631,1,upi,4,11249.45
7e6291ce-5dbd-4b90-80f5-66ee60086631,2,credit_card,1,2104.79
aa6ed8e9-edb2-4690-bfcb-3de5348d1825,1,voucher,4,9060.4
5b042065-adeb-4606-9bfd-5d5cc02e6ce9,1,voucher,2,9780.37
be528968-4ad8-402a-a313-d3a03a50361b,1,debit_card,4,10564.54
0b00b6a4-3275-4dc3-bb31-986e1ea348b5,1,upi,4,3592.47
0b00b6a4-3275-4dc3-bb31-986e1ea348b5,2,credit_card,4,4826.66
3864df43-c13a-4055-886e-ed9afd14c27c,1,debit_card,3,3874.59
3864df43-c13a-4055-886e-ed9afd14c27c,2,credit_card,3,8268.03
b5badc5b-18e7-4030-ba36-a89f03fe8c38,1,upi,2,7913.14
55adf296-87db-4ec2-970f-721f9a0a28ba,1,debit_card,6,9417.1
55adf296-87db-4ec2-970f-721f9a0a28ba,2,voucher,2,3776.13
85073e4e-65b3-462e-9e7e-6cab01383f0b,1,upi,6,6827.13
69d39c05-03cd-45c6-8be7-9c5000e8275a,1,debit_card,6,8444.72
9a033446-3f86-4243-956a-f8d567e3c759,1,debit_card,5,8182.06
8f4cfb17-e91d-41ee-972a-db696b2fa3ce,1,credit_card,5,8113.2
64490ea7-2439-497f-be20-26805fed00f0,1,voucher,2,15.79
64490ea7-2439-497f-be20-26805fed00f0,2,debit_card,3,5165.0
9b846d6b-8c5b-46e8-9cba-36fabb348e70,1,debit_card,5,7750.8
c9a5ec51-823c-4bb0-b380-13bac86379f6,1,voucher,3,8822.7
d0bc7084-a727-4cd5-b620-99c22d6bd89b,1,credit_card,6,6292.79
39fc369a-9fb8-4a06-b446-606b09249774,1,debit_card,3,11047.89
ace84ae9-9fec-4960-84cb-22793096bbbd,1,voucher,3,8038.28
da9c02fe-8845-4e24-af6f-07cf91e44888,1,debit_card,6,9694.26
3dd6a232-69ea-4f14-b646-b8032d36cbce,1,voucher,6,5840.65
3dd6a232-69ea-4f14-b646-b8032d36cbce,2,credit_card,3,2926.49
77e764dd-86a1-4df3-bbc9-bfa18015f857,1,credit_card,2,3592.19
77e764dd-86a1-4df3-bbc9-bfa18015f857,2,credit_card,6,3912.0
5a6e587e-a7e2-4b3c-8edd-4f2f0007fadb,1,credit_card,3,2771.07
5a6e587e-a7e2-4b3c-8edd-4f2f0007fadb,2,voucher,2,1264.7
28cf61d0-4ef8-468d-a521-484043aa9d55,1,voucher,4,10277.03
4310498c-fb2c-4a76-a6b4-9848f2a8912f,1,debit_card,6,9455.19
da004e6d-60bc-4fba-aff5-035cdf104667,1,debit_card,3,7344.21
85f42f48-28a1-475e-b8e5-b509c7f43e85,1,voucher,4,5436.29
85f42f48-28a1-475e-b8e5-b509c7f43e85,2,debit_card,2,3277.21
c8cc7741-b32e-4558-9ba3-efc9105943b9,1,debit_card,5,6784.89
0687c624-8ba8-43ef-b3e3-492a00e355ea,1,voucher,3,7607.06
be585c7b-55b0-4faf-8026-ca2d368a62a5,1,credit_card,4,11419.55
05e8d6f2-af2e-4614-8495-500aa199036c,1,credit_card,6,632.22
05e8d6f2-af2e-4614-8495-500aa199036c,2,debit_card,5,10570.59
ca3a46ef-f436-4de6-b9d0-6495462aefe2,1,credit_card,2,13689.36
b36a791b-19cf-4a72-8f32-e7d3098b09dd,1,upi,1,10431.11
506dcedb-79a0-4c04-9d75-6140cb59d55c,1,debit_card,1,7193.77
f97b124c-31e9-48f9-a9a3-a7060e2243cf,1,upi,1,3853.15
9976eb4b-1240-45ae-bac7-d637dbb924a0,1,credit_card,6,13774.64
506d30d6-badc-40f2-ad27-2c9ebab5a109,1,debit_card,5,8410.01
84d3ade1-f376-4479-9fac-4395c7363218,1,upi,5,8680.58
16b64e61-2e3e-48c2-9b7d-9fd0459aa478,1,voucher,6,10742.01
16b64e61-2e3e-48c2-9b7d-9fd0459aa478,2,debit_card,6,238.74
84e68c04-b652-4ad8-9064-146aedb5977e,1,credit_card,1,7156.33
1c1bd6b5-fcb5-44c4-9671-406dae863272,1,upi,2,4575.52
1c1bd6b5-fcb5-44c4-9671-406dae863272,2,credit_card,2,3381.64
2c8a2efb-22ca-4b30-9bf5-3ab62bd62dbf,1,credit_card,1,3477.91
aa4d63b6-3467-4604-8869-3935e4e8a9f4,1,upi,2,11544.03
c193a1f4-39f4-4ed3-bccf-2eebed7de472,1,credit_card,4,2515.64
16cb63a6-b4d3-4334-8e1a-a2e99185e800,1,upi,4,6635.42
c636b4d0-a447-4ffb-946b-79367fe3589a,1,voucher,5,7083.34
6899e74d-1be9-4e5d-9004-05ad599377c8,1,upi,4,403.76
6899e74d-1be9-4e5d-9004-05ad599377c8,2,debit_card,6,8787.83
d03a7e35-5632-49f9-80a6-bbfc7aaea6ce,1,credit_card,4,9781.04
d03a7e35-5632-49f9-80a6-bbfc7aaea6ce,2,upi,5,2936.0
460e414d-0265-4288-ab09-856fe1cb6d6d,1,credit_card,2,8216.42
1af41a29-3936-429f-b604-2f111d727cbc,1,debit_card,2,11920.49
2c1a2a1f-328a-4104-b0b5-0477822a29f4,1,upi,6,5846.14
2c1a2a1f-328a-4104-b0b5-0477822a29f4,2,credit_card,6,2203.65
9cffa722-50df-4f3b-a1b2-6d4a7f75e2a7,1,upi,2,6349.11
9ecbdca8-ae88-4acc-9072-790b8c3b16ee,1,upi,2,6719.07
f43353ab-3962-4679-a957-7beefee8abb6,1,debit_card,5,11314.83
12dad459-1a51-4565-b616-ec78859841e0,1,debit_card,2,9229.21
ea63346b-0663-4a97-a68b-c6541e4fef74,1,debit_card,3,6527.5
9f4f3d90-332e-4377-84a7-efe159c727c1,1,upi,5,53.36
9f4f3d90-332e-4377-84a7-efe159c727c1,2,credit_card,6,6545.49
acb92674-f825-47c1-91f3-55d095eb0bab,1,debit_card,3,2351.7
acb92674-f825-47c1-91f3-55d095eb0bab,2,upi,1,547.46
28be0a45-6baa-4f0d-b571-acbb8d622521,1,credit_card,4,8410.49
f4a78ef2-da2c-44a9-beef-e3db2678f6da,1,credit_card,5,8711.04
c7336770-12e7-4074-be18-a92dca7053b6,1,credit_card,6,13271.16
175f06f7-6717-4d14-b4ec-e849e0acba17,1,voucher,1,3082.26
175f06f7-6717-4d14-b4ec-e849e0acba17,2,credit_card,3,4331.55
04a6858d-0400-491a-8066-9399c424daf5,1,debit_card,6,9636.62
04a6858d-0400-491a-8066-9399c424daf5,2,credit_card,5,2017.27
7554a4e7-1e0b-48ff-bdc5-112abc8bc534,1,debit_card,4,8193.06
c68efc67-9db4-4738-8878-d70994c6f0e0,1,voucher,3,8531.05
95168a24-497a-4d05-a80b-c4d2a2cf4344,1,debit_card,4,11182.51
420fbc9b-d62a-4e88-a679-51942c1dd527,1,upi,2,10322.93
ad83446c-0a68-4361-8e9c-dd1d19e0a46b,1,upi,1,7319.47
ad83446c-0a68-4361-8e9c-dd1d19e0a46b,2,debit_card,4,1651.97
94f799f8-8c41-4b39-9e43-368f78ed978f,1,voucher,3,3802.36
b0627275-b9dc-442b-8f10-38560bd3543d,1,voucher,4,7326.23
4166227c-5c0f-4a30-bc96-35ae9e039b93,1,upi,2,12061.63
06d09904-183b-4c3c-8f55-645cd2b264fb,1,voucher,4,751.52
06d09904-183b-4c3c-8f55-645cd2b264fb,2,credit_card,2,8489.97
41549cc9-ec95-4393-bb03-e0b9841742e5,1,voucher,6,4884.18
7e72a795-d190-45c4-b182-d1abed80f6f8,1,voucher,3,2878.89
6e15cd43-11f8-4b42-add1-d7031ec338d4,1,voucher,6,12086.89
9ba1eeaa-af94-44d0-9fdd-e318b5f4db38,1,upi,5,2575.8
7e35ffac-ba4a-426d-a4af-393c28b3dcf3,1,upi,1,5202.87
5d1b5844-410c-4ff3-9fa3-8806995860dd,1,voucher,4,3814.08
492eab64-bad6-4209-b234-3b885f12de6b,1,debit_card,3,5099.71
f03baf32-3ae1-4c50-bf4a-f1dcec581379,1,credit_card,4,6176.16
efb8cc7c-e333-43a8-b121-9c3206c411de,1,upi,3,12364.63
ddf44cc3-ede9-473b-8cab-c3e86e27afcf,1,debit_card,2,825.33
ddf44cc3-ede9-473b-8cab-c3e86e27afcf,2,upi,4,3739.65
b6142cd0-ab0a-4ab1-b2d0-7797c1803791,1,voucher,4,3539.96
b6142cd0-ab0a-4ab1-b2d0-7797c1803791,2,voucher,2,4432.61
94f8a8ef-70c9-4c50-9aa0-0082a56111c8,1,credit_card,3,4050.68
401fdb93-5150-4ad2-ade4-0df492d7e928,1,credit_card,3,5174.1
0b9983e4-940c-4527-abb3-25d02ceb8012,1,voucher,5,1852.26
0b9983e4-940c-4527-abb3-25d02ceb8012,2,debit_card,2,8009.87
d4102272-d6de-4d2f-ae3d-2c404a4979b6,1,voucher,2,10097.85
dca96939-f8a3-4ff3-9957-234bead6d593,1,voucher,1,10144.61
893f5323-1e9d-49b0-b8b9-6db4b3be5475,1,upi,3,7050.32
eaa9654d-38b9-4b10-8551-243c8a130064,1,debit_card,6,4052.02
eaa9654d-38b9-4b10-8551-243c8a130064,2,voucher,5,7807.69
30177717-fdd8-4150-97b2-2691a0283cb0,1,upi,5,9722.63
04b40dd4-7016-4128-b8b4-2930708bc9ca,1,debit_card,6,4091.21
5e470834-aa72-4d3f-acc9-f68ec898d85c,1,upi,3,3276.93
581ed3e8-cbfe-4ab7-868c-e57becf6e630,1,voucher,1,1947.57
581ed3e8-cbfe-4ab7-868c-e57becf6e630,2,credit_card,4,11004.43
8f16acc5-7192-4ce8-953c-c07802be0974,1,voucher,2,9865.46
8ddd61ef-e0e9-4919-b65a-5a8c38aa0a2c,1,debit_card,6,8066.44
ff5f2ff4-52a7-46bb-b05e-b4ab279a36b7,1,debit_card,6,7906.78
d5715c07-49c2-4d10-b170-419d19d8ba29,1,debit_card,5,10566.42
